,16,2,1,4,3,10,9,5,17,13,15,12,8,7,6,11,14
2013-09-21,5.0,15.0,10.0,11.0,2.0,11.0,10.0,33.0,14.0,6.0,16.0,18.0,19.0,23.0,9.0,4.0,3.0
2013-09-22,5.0,16.0,9.0,7.0,5.0,10.0,10.0,16.0,7.0,4.0,11.0,16.0,16.0,14.0,6.0,8.0,7.0
2013-09-23,2.0,10.0,15.0,9.0,7.0,14.0,6.0,32.0,1.0,12.0,8.0,18.0,11.0,9.0,10.0,11.0,0.0
2013-09-24,3.0,15.0,9.0,6.0,1.0,11.0,10.0,25.0,8.0,3.0,13.0,15.0,6.0,13.0,7.0,9.0,2.0
2013-09-25,3.0,12.0,11.0,7.0,2.0,15.0,11.0,28.0,3.0,8.0,9.0,15.0,10.0,12.0,5.0,5.0,1.0
2013-09-26,2.0,10.0,10.0,4.0,4.0,8.0,10.0,32.0,0.0,8.0,13.0,16.0,7.0,6.0,4.0,5.0,3.0
2013-09-27,4.0,9.0,13.0,10.0,2.0,6.0,7.0,20.0,6.0,6.0,11.0,13.0,8.0,16.0,10.0,5.0,2.0
2013-09-28,2.0,16.0,15.0,5.0,6.0,19.0,4.0,25.0,3.0,8.0,17.0,18.0,17.0,13.0,7.0,13.0,3.0
2013-09-29,3.0,23.0,4.0,5.0,4.0,10.0,9.0,16.0,4.0,12.0,19.0,33.0,14.0,22.0,9.0,7.0,4.0
2013-09-30,3.0,11.0,6.0,6.0,5.0,6.0,5.0,17.0,4.0,7.0,7.0,13.0,5.0,16.0,5.0,12.0,4.0
2013-10-01,2.0,17.0,16.0,4.0,5.0,9.0,9.0,15.0,8.0,6.0,10.0,12.0,8.0,12.0,4.0,5.0,5.0
2013-10-02,5.0,9.0,13.0,4.0,0.0,10.0,8.0,21.0,5.0,10.0,11.0,16.0,6.0,13.0,4.0,8.0,3.0
2013-10-03,2.0,19.0,9.0,13.0,2.0,14.0,9.0,18.0,5.0,9.0,18.0,13.0,12.0,17.0,6.0,7.0,3.0
2013-10-04,5.0,12.0,9.0,7.0,2.0,9.0,10.0,16.0,4.0,4.0,7.0,12.0,6.0,19.0,11.0,18.0,2.0
2013-10-05,7.0,22.0,10.0,9.0,3.0,16.0,11.0,14.0,15.0,4.0,10.0,12.0,8.0,11.0,5.0,5.0,2.0
2013-10-06,5.0,19.0,12.0,6.0,5.0,10.0,3.0,17.0,9.0,9.0,11.0,16.0,12.0,13.0,12.0,11.0,6.0
2013-10-07,4.0,13.0,10.0,6.0,3.0,14.0,8.0,22.0,5.0,6.0,9.0,20.0,8.0,11.0,5.0,5.0,4.0
2013-10-08,5.0,13.0,5.0,8.0,3.0,15.0,5.0,24.0,0.0,4.0,7.0,11.0,2.0,6.0,0.0,8.0,1.0
2013-10-09,2.0,20.0,3.0,4.0,6.0,8.0,5.0,25.0,6.0,3.0,17.0,11.0,11.0,13.0,2.0,6.0,3.0
2013-10-10,2.0,14.0,17.0,7.0,5.0,10.0,6.0,15.0,2.0,6.0,3.0,22.0,15.0,11.0,6.0,10.0,2.0
2013-10-11,8.0,14.0,9.0,13.0,5.0,12.0,13.0,19.0,6.0,7.0,10.0,18.0,19.0,18.0,9.0,8.0,2.0
2013-10-12,7.0,16.0,5.0,13.0,4.0,9.0,9.0,17.0,11.0,7.0,8.0,17.0,24.0,19.0,13.0,3.0,3.0
2013-10-13,6.0,18.0,8.0,4.0,3.0,11.0,13.0,19.0,5.0,6.0,10.0,28.0,5.0,9.0,5.0,9.0,5.0
2013-10-14,6.0,24.0,10.0,3.0,4.0,12.0,7.0,29.0,2.0,5.0,9.0,10.0,9.0,14.0,4.0,5.0,0.0
2013-10-15,7.0,12.0,15.0,8.0,3.0,9.0,3.0,21.0,6.0,6.0,7.0,13.0,15.0,12.0,2.0,5.0,1.0
2013-10-16,1.0,14.0,12.0,4.0,5.0,6.0,5.0,26.0,6.0,15.0,6.0,14.0,11.0,22.0,8.0,6.0,3.0
2013-10-17,2.0,20.0,8.0,7.0,2.0,3.0,4.0,23.0,2.0,5.0,11.0,5.0,11.0,15.0,2.0,9.0,3.0
2013-10-18,7.0,24.0,13.0,8.0,4.0,23.0,4.0,25.0,6.0,5.0,13.0,11.0,12.0,10.0,4.0,17.0,2.0
2013-10-19,0.0,14.0,5.0,14.0,2.0,15.0,10.0,22.0,6.0,8.0,18.0,24.0,12.0,10.0,7.0,8.0,4.0
2013-10-20,4.0,7.0,3.0,5.0,1.0,6.0,9.0,23.0,4.0,9.0,18.0,11.0,12.0,11.0,3.0,6.0,4.0
